45477302,¿Dime los 3 equipos con más títulos de la Liga de Campeones de la CAF?,Al Ahly;Zamalek;TP Mazembe,medium,tipo lista
45388291,¿Qué selección ganó la Copa de Oro de la CONCACAF 2021?,Estados Unidos,easy,tipo respuesta
45477303,¿Nombra los 5 máximos goleadores históricos de la Liga de Campeones de la OFC?,Ryan Thomas;Emile Damey;Benjamin Totori;Sanni Issa;Jean Kaltack,medium,tipo lista
45388292,¿Quién es el máximo goleador histórico de la selección francesa?,Thierry Henry,easy,tipo respuesta
45477304,¿Dime los 3 equipos con más títulos de la Liga de Campeones de la CONMEBOL?,Independiente;Boca Juniors;River Plate,medium,tipo lista
45388293,¿Qué selección ganó la Copa Africana de Naciones 2021?,Senegal,easy,tipo respuesta
45477305,¿Nombra los 5 máximos goleadores históricos de la selección brasileña?,Pelé;Neymar;Ronaldo;Romário;Zico,medium,tipo lista
45388294,¿Quién es el máximo goleador histórico de la selección portuguesa?,Cristiano Ronaldo,easy,tipo respuesta
45477306,¿Dime los 3 equipos con más títulos de la Liga de Campeones de la UEFA?,Real Madrid;AC Milan;Liverpool,medium,tipo lista
45388295,¿Qué selección ganó la Copa Asiática 2011?,Japón,easy,tipo respuesta
45477307,¿Nombra los 5 máximos goleadores históricos de la selección argentina?,Lionel Messi;Gabriel Batistuta;Sergio Agüero;Hernán Crespo;Diego Maradona,medium,tipo lista
45388296,¿Quién es el máximo goleador histórico de la selección alemana?,Miroslav Klose,easy,tipo respuesta
45477308,¿Dime los 3 equipos con más títulos de la Copa Libertadores?,Independiente;Boca Juniors;River Plate,medium,tipo lista
45388297,¿Qué selección ganó la Copa de Oro de la CONCACAF 2017?,Estados Unidos,easy,tipo respuesta
45477309,¿Nombra los 5 máximos goleadores históricos de la selección italiana?,Luigi Riva;Giuseppe Meazza;Silvio Piola;Roberto Baggio;Alessandro Del Piero,medium,tipo lista
45388298,¿Quién es el máximo goleador histórico de la selección inglesa?,Wayne Rooney,easy,tipo respuesta
45477310,¿Dime los 3 equipos con más títulos de la Copa Mundial de Clubes?,Real Madrid;Barcelona;Corinthians,medium,tipo lista
45388255,¿Quién es el portero con más títulos en la historia?,Manuel Neuer,hard,tipo respuesta
45388269,¿Qué país ha sido anfitrión de más Mundiales?,México,hard,tipo respuesta
45388273,¿Qué jugador ha ganado más Copas de Europa?,Francisco Gento,hard,tipo respuesta
45388279,¿Qué selección ha ganado más títulos de la Copa Africana de Naciones?,Egipto,hard,tipo respuesta
45388285,¿Qué selección ganó la Copa Asiática 2019?,Catar,hard,tipo respuesta
45388291,¿Qué selección ganó la Copa de Oro de la CONCACAF 2021?,Estados Unidos,hard,tipo respuesta
45388293,¿Qué selección ganó la Copa Africana de Naciones 2021?,Senegal,hard,tipo respuesta
45388295,¿Qué selección ganó la Copa Asiática 2011?,Japón,hard,tipo respuesta
45388297,¿Qué selección ganó la Copa de Oro de la CONCACAF 2017?,Estados Unidos,hard,tipo respuesta
45477263,¿Dime los 5 máximos goleadores históricos de la Premier?,Alan Shearer;Harry Kane;Wayne Rooney;Andy Cole;Sergio Agüero,hard,tipo lista
45477269,¿Nombra los 5 máximos goleadores históricos de la Serie A?,Silvio Piola;Francesco Totti;Gunnar Nordahl;Giuseppe Meazza;Roberto Baggio,hard,tipo lista
45477279,¿Nombra los 5 máximos goleadores históricos de la Ligue 1?,Delio Onnis;Bernard Lacombe;Hervé Revelli;Roger Courtois;Carlos Bianchi,hard,tipo lista
45477289,¿Nombra los 5 máximos goleadores históricos de la selección alemana?,Miroslav Klose;Gerd Müller;Joachim Streich;Lukas Podolski;Rudi Völler,hard,tipo lista
45477299,¿Nombra los 5 máximos goleadores históricos de la Liga de Campeones de la CONCACAF?,Salvador Reyes;Carlos Hermosillo;Emilio Butragueño;José Cardozo;Javier Hernández,hard,tipo lista
45477301,¿Nombra los 5 máximos goleadores históricos de la Superliga de China?,Elkeson;Wu Lei;Li Jinyu;Zheng Zhi;Gao Lin,hard,tipo lista
45477303,¿Nombra los 5 máximos goleadores históricos de la Liga de Campeones de la OFC?,Ryan Thomas;Emile Damey;Benjamin Totori;Sanni Issa;Jean Kaltack,hard,tipo lista
45477305,¿Nombra los 5 máximos goleadores históricos de la selección brasileña?,Pelé;Neymar;Ronaldo;Romário;Zico,hard,tipo lista
45477307,¿Nombra los 5 máximos goleadores históricos de la selección argentina?,Lionel Messi;Gabriel Batistuta;Sergio Agüero;Hernán Crespo;Diego Maradona,hard,tipo lista
45477309,¿Nombra los 5 máximos goleadores históricos de la selección italiana?,Luigi Riva;Giuseppe Meazza;Silvio Piola;Roberto Baggio;Alessandro Del Piero,hard,tipo lista
45477310,¿Dime los 3 equipos con más títulos de la Copa Mundial de Clubes?,Real Madrid;Barcelona;Corinthians,hard,tipo lista
45388252,¿Quién ganó el Mundial de 2018?,Francia,medium,tipo respuesta
45388264,¿Cuál es el club con más títulos de la Ligue 1?,Saint-Étienne,medium,tipo respuesta
45388270,¿Quién es el entrenador con más títulos de liga en Inglaterra?,Sir Alex Ferguson,medium,tipo respuesta
45388276,¿Quién es el máximo goleador histórico de la Serie A?,Silvio Piola,medium,tipo respuesta
45388280,¿Quién es el máximo goleador histórico de la selección inglesa?,Wayne Rooney,medium,tipo respuesta
45388282,¿Quién es el máximo goleador histórico de la selección española?,David Villa,medium,tipo respuesta
45388284,¿Quién es el máximo goleador histórico de la selección italiana?,Luigi Riva,medium,tipo respuesta
45388286,¿Quién es el máximo goleador histórico de la selección uruguaya?,Luis Suárez,medium,tipo respuesta
45388288,¿Quién es el máximo goleador histórico de la selección holandesa?,Robin van Persie,medium,tipo respuesta
45388292,¿Quién es el máximo goleador histórico de la selección francesa?,Thierry Henry,medium,tipo respuesta
45388294,¿Quién es el máximo goleador histórico de la selección portuguesa?,Cristiano Ronaldo,medium,tipo respuesta
45388296,¿Quién es el máximo goleador histórico de la selección alemana?,Miroslav Klose,medium,tipo respuesta
45388298,¿Quién es el máximo goleador histórico de la selección inglesa?,Wayne Rooney,medium,tipo respuesta
45477264,¿Dime los 3 equipos con más títulos de la Champions League?,Real Madrid;AC Milan;Liverpool,medium,tipo lista
45477266,¿Dime los 4 países que han ganado más Mundiales?,Brasil;Alemania;Italia;Argentina,medium,tipo lista
45477268,¿Dime los 3 equipos con más títulos de liga en España?,Real Madrid;Barcelona;Atlético de Madrid,medium,tipo lista
45477270,¿Dime los 3 clubes más exitosos de la Bundesliga?,Bayern Munich;Borussia Dortmund;Hamburgo,medium,tipo lista
45477272,¿Dime los 5 países con más títulos de la Copa América?,Uruguay;Argentina;Brasil;Paraguay;Chile,medium,tipo lista
45477274,¿Dime los 3 máximos goleadores históricos del Barcelona?,Lionel Messi;César Rodríguez;Ladislao Kubala,medium,tipo lista
45477276,¿Dime los 3 máximos goleadores históricos del Real Madrid?,Cristiano Ronaldo;Raúl;Karim Benzema,medium,tipo lista
45477278,¿Dime los 3 entrenadores con más títulos de Champions League?,Carlo Ancelotti;Bob Paisley;Zinedine Zidane,medium,tipo lista
45477280,¿Dime los 3 equipos con más títulos de Copa del Rey?,Barcelona;Athletic Club;Real Madrid,medium,tipo lista
45477281,¿Nombra las 4 ligas europeas más importantes?,Premier League;La Liga;Serie A;Bundesliga,medium,tipo lista
45477282,¿Dime los 4 clubes más exitosos de la Serie A?,Juventus;AC Milan;Inter de Milán;Roma,medium,tipo lista
45477284,¿Dime los 3 equipos con más títulos de liga en Italia?,Juventus;AC Milan;Inter de Milán,medium,tipo lista
45477286,¿Dime los 3 equipos con más títulos de liga en Alemania?,Bayern Munich;Borussia Dortmund;Borussia Mönchengladbach,medium,tipo lista
45477288,¿Dime los 3 equipos con más títulos de la Copa Libertadores?,Independiente;Boca Juniors;River Plate,medium,tipo lista
45477290,¿Dime los 3 equipos con más títulos de la Eredivisie?,Ajax;PSV Eindhoven;Feyenoord,medium,tipo lista
45477292,¿Dime los 3 equipos con más títulos de la Superliga de Turquía?,Galatasaray;Fenerbahçe;Beşiktaş,medium,tipo lista
45477294,¿Dime los 3 equipos con más títulos de la Primera División de Argentina?,River Plate;Boca Juniors;Independiente,medium,tipo lista
45477296,¿Dime los 3 equipos con más títulos de la Liga MX?,Club América;Guadalajara;Toluca,medium,tipo lista
45477298,¿Dime los 3 equipos con más títulos de la Major League Soccer?,LA Galaxy;D.C. United;Seattle Sounders,medium,tipo lista
45477300,¿Dime los 3 equipos con más títulos de la Liga de Campeones de la AFC?,Al-Hilal;Pohang Steelers;Urawa Red Diamonds,medium,tipo lista
45477302,¿Dime los 3 equipos con más títulos de la Liga de Campeones de la CAF?,Al Ahly;Zamalek;TP Mazembe,medium,tipo lista
45477304,¿Dime los 3 equipos con más títulos de la Liga de Campeones de la CONMEBOL?,Independiente;Boca Juniors;River Plate,medium,tipo lista
45477306,¿Dime los 3 equipos con más títulos de la Liga de Campeones de la UEFA?,Real Madrid;AC Milan;Liverpool,medium,tipo lista
45477308,¿Dime los 3 equipos con más títulos de la Copa Libertadores?,Independiente;Boca Juniors;River Plate,medium,tipo lista
45477310,¿Dime los 3 equipos con más títulos de la Copa Mundial de Clubes?,Real Madrid;Barcelona;Corinthians,medium,tipo lista
